"name";"url";"prc";"oldprc";"stk";"num";"var";"act";"hit";"brd";"cat";"relp";"vimg";"cur";"imgs";"shdesc";"desc";"mett";"metd";"metk";"diagekr";"akamulatorl";"razekr";"PitanieLiIon";"cveta";"ves";"multysimcard";"corpstype";"operazionajsistema";"gps";"kamera";"podderzhkakartpamjati";"zastotaprozesora";"podderzkakartpamjati";"operativnayapamyat";"kolichestvoprocessorov";"besprovodnayacvyaz";"korpys"
"Гарнитура Samsung BHS6000 EBECSEK";"garnitura-samsung-bhs6000-ebecsek";"899";"0";"5";"20032";"";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"1117_main_origin.jpg";"1";"1117_0.jpg|1117_1.jpg|1117_2.jpg";"Bluetooth-гарнитура Samsung BHS6000 EBECSEK – это отличная гарнитура в первую очередь для прослушивания музыки без потери качества, а потом уже для простых разговоров. В гарнитуре использованы самые передовые технологии при изготовлении динамиков. И если вы настоящий меломан, то эта гарнитура подойдет вам. Управление гарнитурой осуществляется кнопка: вызов, включение/выключение, регулировка звука, управление проигрывателем (плей/пауза, вперед/назад), голосовые команды. Поддерживаются голосовые команды: принять, отклонить, перезвонить и д.р. Время работы гарнитуры в режиме звонков 9 часов, в режиме ожидания 150 часов. Приблизительное время полной подзарядки – 3 часа.  ";"<h3>Основные</h3><table><tbody><tr><td>Тип гарнитуры</td><td>Bluetooth</td></tr><tr><td>Спецификация Bluetooth</td><td>Bluetooth 3.0</td></tr><tr><td>Максимальная дальность связи</td><td>До 10 метров</td></tr><tr><td>Время работы от батареи: разговор/ожидание (ч)</td><td>Время работы в режиме разговора до 9 ч<br>Время работы в режиме ожидания До 150 ч<br>Время полного заряда, приблизительно 3 ч</td></tr><tr><td>Вес, г</td><td>120</td></tr><tr><td>Разъемы</td><td>microUSB<br>Разъем 3.5 мм</td></tr><tr><td>Функции</td><td>Multipoint / одновременно с двумя устройствами<br>Шумоподавление<br>Регулятор громкости<br>Голосовой набор<br>Профиль A2DP<br>Профиль AVRCP</td></tr><tr><td>Другие функции</td><td>Световой индикатор состояния гарнитуры</td></tr></tbody></table>  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура HTC RC E240 Black";"garnitura-htc-rc-e240-black";"100";"0";"0";"200408";"Гарнитура HTC RC E240 Black";"1";"";"HTC";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6211_main_origin.jpg";"2";"";"<ul><li> С проводом</li><li><i>Черный цвет</i></li></ul>";"<p><strong>Совершенство каждой ноты</strong></p><p>Технология шумоподавления, а также эксклюзивный встроенный аудиопрофиль HTC обеспечивают насыщенный, естественный звук, который в достоверности воспроизводит каждую ноту оригинальной композиции. Голосовая связь при вызовах на твоем телефоне также кристально чистая</p><p><strong>Непревзойденная производительность</strong></p><p>Тонкие, плоские кабели стереонаушников сводят на нет постоянно мешающиеся узлы и перекрутки кабелей, так что ничего не помешает тебе слушать восхитительный звук на твоем телефоне HTC</p><p><strong>Удобство управления прямо на кабеле</strong></p><p>Трехкнопочное управление на самом кабеле упрощает воспроизведение и приостановку музыки, ответы и завершение вызовов и регулировку громкости. Можно даже перематывать вперед и назад, не касаясь телефона</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура HTC RC E240 White";"garnitura-htc-rc-e240-white";"100";"0";"0";"200409";"Гарнитура HTC RC E240 White";"1";"";"HTC";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6212_main_origin.jpg";"2";"";"<ul><li> С проводом</li><li><i>Белый цвет</i></li></ul>";"<p><strong>Совершенство каждой ноты</strong></p><p>Технология шумоподавления, а также эксклюзивный встроенный аудиопрофиль HTC обеспечивают насыщенный, естественный звук, который в достоверности воспроизводит каждую ноту оригинальной композиции. Голосовая связь при вызовах на твоем телефоне также кристально чистая</p><p><strong>Непревзойденная производительность</strong></p><p>Тонкие, плоские кабели стереонаушников сводят на нет постоянно мешающиеся узлы и перекрутки кабелей, так что ничего не помешает тебе слушать восхитительный звук на твоем телефоне HTC</p><p><strong>Удобство управления прямо на кабеле</strong></p><p>Трехкнопочное управление на самом кабеле упрощает воспроизведение и приостановку музыки, ответы и завершение вызовов и регулировку громкости. Можно даже перематывать вперед и назад, не касаясь телефона</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS60ANNBECSTD Black";"garnitura-samsung-ehs60annbecstd-black";"100";"0";"0";"200412";"Гарнитура Samsung EHS60ANNBECSTD Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6215_main_origin.jpg";"2";"";"<ul><li> С проводом</li><li><i>Черный цвет</i></li></ul>";"<p>Проводная стереогарнитура предназначена для работы с телефонами Samsung</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS60ANNWECSTD White";"garnitura-samsung-ehs60annwecstd-white";"100";"0";"0";"200413";"Гарнитура Samsung EHS60ANNWECSTD White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6216_main_origin.jpg";"2";"";"<ul><li> С проводом</li><li><i>Белый цвет</i></li></ul>";"<ul>    <li>Гарнитура проводная канального типа</li>    <li>Разъем 3.5 мм</li>    <li>Микрофон</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS60ENNBECSTD Black";"garnitura-samsung-ehs60ennbecstd-black";"100";"0";"0";"200414";"Гарнитура Samsung EHS60ENNBECSTD Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6217_main_origin.jpg";"2";"";"<ul><li> С проводом</li><li><i>Черный цвет</i></li></ul>";"<ul>    <li>Цвет: черный, белый</li>    <li>Разъем: 3.5 мм разъем</li>    <li>Канального типа</li>    <li>Тонкий микрофон</li>    <li>Толщина провода 2.4 мм</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS60ENNWECSTD White";"garnitura-samsung-ehs60ennwecstd-white";"100";"0";"0";"200415";"Гарнитура Samsung EHS60ENNWECSTD White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6218_main_origin.jpg";"2";"";"<ul><li> С проводом</li><li><i>Белый цвет</i></li></ul>";"<ul>    <li>Цвет: черный, белый</li>    <li>Разъем: 3.5 мм разъем</li>    <li>Канального типа</li>    <li>Тонкий микрофон</li>    <li>Толщина провода 2.4 мм</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS62ASNKECSTD Blue";"garnitura-samsung-ehs62asnkecstd-blue";"102";"0";"1";"200416";"Гарнитура Samsung EHS62ASNKECSTD Blue";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6219_main_origin.jpg";"1";"";"<ul><li> С проводом</li><li><i>Сине-белый цвет</i></li></ul>";"<ul>    <li>Тип: Стерео-гарнитура</li>    <li>Цвета: синий с белым, розовый с белым</li>    <li>Разъем: 3.5 мм разъем</li>    <li>Канального типа</li>    <li>Тонкий микрофон</li>    <li>Толщина провода 2.4 мм</li>    <li>Импеданс: 32 Ом</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS62ASNPECSTD Pink";"garnitura-samsung-ehs62asnpecstd-pink";"100";"0";"0";"200417";"Гарнитура Samsung EHS62ASNPECSTD Pink";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6220_main_origin.jpg";"2";"";"<ul><li> С проводом</li><li><i>Розово-белый цвет</i></li></ul>";"<ul>    <li>Тип: Стерео-гарнитура</li>    <li>Цвета: синий с белым, розовый с белым</li>    <li>Разъем: 3.5 мм разъем</li>    <li>Канального типа</li>    <li>Тонкий микрофон</li>    <li>Толщина провода 2.4 мм</li>    <li>Импеданс: 32 Ом</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS62ASNWECSTD White";"garnitura-samsung-ehs62asnwecstd-white";"100";"0";"0";"200418";"Гарнитура Samsung EHS62ASNWECSTD White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6221_main_origin.jpg";"2";"";"<ul><li> С проводом</li></ul>";"<p>Проводная гарнитура канального типа</p><ul>    <li>Разъем – 3.5 мм, 4 pin</li>    <li>Тонкий микрофон</li>    <li>Импеданс – 32 Ом<br>     </li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS63ASNBECSTD Black";"garnitura-samsung-ehs63asnbecstd-black";"100";"0";"0";"200419";"Гарнитура Samsung EHS63ASNBECSTD Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6222_main_origin.jpg";"2";"";"<ul><li> С проводом</li><li><i>Черный цвет</i></li></ul>";"<ul>    <li>Цвет: черный, белый</li>    <li>Разъем: 3.5 мм разъем </li>    <li>Гибридного типа</li>    <li>Тонкий микрофон</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung EHS64ASFWECSTD White";"garnitura-samsung-ehs64asfwecstd-white";"180";"0";"1";"200420";"Гарнитура Samsung EHS64ASFWECSTD White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"6223_main_origin.jpg";"1";"";"<ul><li> С проводом</li><li><i>Белый цвет</i></li></ul>";"<p>Цвет: черный, белый <br>Разъем: 3.5 мм разъем <br>Гибридного типа <br>Тонкий микрофон <br>Толщина провода: 2.1 мм</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура  Nokia HS-47 вакуумная";"garnitura-nokia-hs-47-vakuumnaia";"45";"";"1";"200940";"";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"14203_main_origin.jpg";"1";"";"<table id=""decoratedTable0"" class=""decorated-table"">
<tbody>
<tr class=""odd"">
<td>Тип гарнитуры</td>
<td class=""last"">Проводная</td>
</tr>
<tr class=""even"">
<td>Функции</td>
<td class=""last"">Кнопка принятия/сброса звонка</td>
</tr>
<tr class=""odd"">
<td>Совместимость</td>
<td class=""last"">Совместим (ма, мо) с моделями: Nokia N95, N76, E90, E51, 8600 Luna, 7500 Prism,7390, 6500 Slide, 6300, 6110 Navigator, 5300 Xpress Music, 5200, 6290, 3500 Classic, 3110 Classic, 2760, 2630, 1650, 1208, 1200</td>
</tr>
<tr class=""even"">
<td>Комплектация</td>
<td class=""last"">вакуумная оригинальная гарнитура Nokia HS-47, зарядное устройство Nokia HS-47, руководство пользователя</td>
</tr>
</tbody>
</table>";"<p><span>Эта замечательная оригинальная стереогарнитура Nokia HS-47 создана для тех, кто любит музыку и хочет принимать вызовы, не снимая наушники. А автоматическая функция отключения звука во время приема вызова на этой гарнитуре гарантирует, что вы ничего не пропустите. Кстати, данная функция - основная характеристика данной модели. Nokia HS-47 имеет качественный микрофон с кнопкой обработки вызовов. Имеется разъем 2,5 мм и переходник на разъем 3,5 мм, также есть автоматическая функция отключения звука во время приема вызова. Длина шнура - 1.3 м, цвет корпуса - черный.</span></p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Nokia WH-701 ";"garnitura-nokia-wh-701";"60";"0";"1";"200941";"";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"14204_main_origin.jpg";"1";"";"<table id=""decoratedTable0"" class=""decorated-table"">
<tbody>
<tr class=""odd"">
<td>Тип гарнитуры</td>
<td class=""last"">Проводная</td>
</tr>
<tr class=""even"">
<td>Размер, мм</td>
<td class=""last"">Шнур: 1350 мм, пульт дистанционного управления: 12,7 x 12,2 x 76 мм</td>
</tr>
<tr class=""odd"">
<td>Функции</td>
<td class=""last"">* Ответ / завершение вызова * Уменьшение / увеличение громкости * Воспроизведение / пауза * Предыдущий трек * Следующий трек</td>
</tr>
<tr class=""even"">
<td>Совместимость</td>
<td class=""last"">Для использования с устройствами, совместимыми с аудиовизуальным разъемом Nokia 3,5 мм.</td>
</tr>
<tr class=""odd"">
<td>Комплектация</td>
<td class=""last"">Стереогарнитура Nokia WH-701, наушники трех размеров</td>
</tr>
<tr class=""even"">
<td>Другие функции</td>
<td class=""last"">Кнопка принятия/сброса звонка, кнопка сброса звонка, управление плеером телефона</td>
</tr>
</tbody>
</table>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Nokia WH-205 stereo ";"garnitura-nokia-wh-205-stereo";"45";"";"1";"200942";"";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"14205_main_origin.jpg";"1";"";"<table id=""decoratedTable0"" class=""decorated-table"">
<tbody>
<tr class=""odd"">
<td>Тип гарнитуры</td>
<td class=""last"">Проводная</td>
</tr>
<tr class=""even"">
<td>Максимальная дальность связи</td>
<td class=""last"">шнур: 1350 мм</td>
</tr>
<tr class=""odd"">
<td>Вес, г</td>
<td class=""last"">14 г</td>
</tr>
<tr class=""even"">
<td>Функции</td>
<td class=""last"">Клавиша ответ, клавиша закончить вызов</td>
</tr>
<tr class=""odd"">
<td>Совместимость</td>
<td class=""last"">совместима с устройствами Nokia с разъемом 3,5 мм.</td>
</tr>
<tr class=""even"">
<td>Комплектация</td>
<td class=""last"">Стереогарнитура, ушные вкладыши трех размеров</td>
</tr>
</tbody>
</table>";"<p><span>Стереонаушники Nokia WH-205 stereo имеют в комлекте, 3 пары мягких ушных вкладок, также на шнуре присутствует шнур управления. Подключите эти наушники к совместимому устройству и наслаждайтесь любимыми записями, в качественном стереозвучании. Эта небольшая гарнитура с шнуром, который не путается создана для вашего комфорта. Совместима с устройствами Nokia, которые имеют разъем 3,5 мм. А благодаря клавише ответ, положить трубку, звонками можно регулировать одним нажатием пальца.</span></p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура HTC RC E190 black ";"garnitura-htc-rc-e190-black";"159";"";"1";"200943";"";"1";"";"HTC";"Телефония, МР3-плееры, GPS/Телефоны/Проводные гарнитуры";"";"14206_main_origin.jpg";"1";"";"<table id=""decoratedTable0"" class=""decorated-table"">
<tbody>
<tr class=""odd"">
<td>Тип гарнитуры</td>
<td class=""last"">Проводная</td>
</tr>
<tr class=""even"">
<td>Вес, г</td>
<td class=""last"">20</td>
</tr>
<tr class=""odd"">
<td>Разъемы</td>
<td class=""last"">3.5 мм</td>
</tr>
</tbody>
</table>";"<p><span>Проводная гарнитура HTC RC E190 black подходит для коммуникаторов HTC с разъемом 3.5 мм.</span><br /><span>Гарнитура позволяет не только слушать музыку с качественным звуком, но и принимать звонки. Данная модель оснащена высокочувствительным микрофоном, который обеспечивает великолепный звук, и ваш собеседник будет слышать вас так, словно вы находитесь рядом. Еще одна приятная особенность данной гарнитуры заключается в том, что в этой модели использован плоский провод, благодаря которому наушники гораздо меньше запутываются.</span></p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Аккумулятор к телефону Nokia BL-4C";"akkumuliator-k-telefonu-nokia-bl-4c";"49";"0";"12";"200332";"";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Аксессуары/Аккумуляторы";"";"1107_main_origin.jpg";"1";"";"<p>Nokia 2650/6260/7200/6100/5100/6170/7270&nbsp;</p>  ";"<p>Легкая батарея емкостью 820 мА•ч устанавливается под заднюю панель телефона Nokia.</p><p>Nokia 2650/6260/7200/6100/5100/6170/7270&nbsp;</p>  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Аккумулятор Samsung EB-F1A2GBUCSTD I9100 Black";"mobilnyi-telefon-samsung-gt-s5610-msa-metallic-silver";"100";"0";"0";"200388";"Аккумулятор Samsung EB-F1A2GBUCSTD I9100 Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Аккумуляторы";"";"5775_main_origin.jpg";"2";"5775_0.jpg|5775_1.jpg";"<ul><li> Аккумулятор Li-Ion</li><li> Емкость 1650 mAh</li></ul>";"<p>Аккумуляторная батарея для Samsung Galaxy S II (I9100) на 1650 mAh</p><ul>    <li>Тип: Li-Ion</li>    <li>Емкость: 1650 mAh</li>    <li>Совместимость: <a>Samsung Galaxy S II (I9100) </a></li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Аккумулятор Samsung EB-K1A2EBEGSTD Black";"akkumuliator-samsung-eb-k1a2ebegstd-black";"100";"0";"0";"200389";"Аккумулятор Samsung EB-K1A2EBEGSTD Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Аккумуляторы";"";"6192_main_origin.jpg";"2";"";"<ul><li> Для мобильного телефона Samsung I9100</li><li> Емкость 2000 mAh</li></ul>";"<p>Аккумулятор Samsung EB-K1A2EBEGSTD для мобильного телефона Samsung <a>I9100</a>. Емкость 2000 mAh</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Аккумулятор Samsung EB-K1A2EWEGSTD White";"akkumuliator-samsung-eb-k1a2ewegstd-white";"100";"0";"10";"200390";"Аккумулятор Samsung EB-K1A2EWEGSTD White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Аккумуляторы";"";"6193_main_origin.jpg";"2";"";"<ul>
<li>Для мобильного телефона Samsung I9100</li>
<li>Емкость 2000 mAh</li>
</ul>";"<p>Аккумулятор Samsung EB-K1A2EBEGSTD для мобильного телефона Samsung <a>I9100</a>. Емкость 2000 mAh</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Аккумулятор Samsung EB-L1F2HVUCSTD Black I9250";"akkumuliator-samsung-eb-l1f2hvucstd-black-i9250";"100";"0";"0";"200391";"Аккумулятор Samsung EB-L1F2HVUCSTD Black I9250";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Аккумуляторы";"";"6194_main_origin.jpg";"2";"";"<ul><li> Аккумулятор Li-Ion</li><li> Емкость 1750 mA</li></ul>";"<p>Аккумуляторная батарея для Galaxy Nexus на 1750 мА/ч.</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Аккумулятор Samsung EB-L1G6LLUCSTD I9300 Black";"akkumuliator-samsung-eb-l1g6llucstd-i9300-black";"19";"";"1";"200392";"Аккумулятор Samsung EB-L1G6LLUCSTD I9300 Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Аккумуляторы";"";"6195_main_origin.jpg";"2";"";"<ul><li> Аккумулятор Li-Ion</li><li> Емкость 2100 mAh</li></ul>";"<p><strong>Аккумуляторная батарея Samsung EB-L1G6LLUCSTD Black I9300</strong></p><ul>    <li>Совместимость: <a>Samsung Galaxy S III (I9300)</a></li>    <li>Емкость: 2100 mAh</li>    <li>Напряжение: 3.8 V</li></ul><p> </p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Аккумулятор Samsung EB595675LUCSTD N7100 Black";"akkumuliator-samsung-eb595675lucstd-n7100-black";"100";"0";"0";"200393";"Аккумулятор Samsung EB595675LUCSTD N7100 Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Аккумуляторы";"";"6196_main_origin.jpg";"2";"";"<ul><li> Аккумулятор Li-Ion</li><li> Емкость 3100 mAh</li></ul>";"<ul>    <li>Совместимость: <a>Samsung Galaxy Note II (N7100)</a></li>    <li>Емкость: 3100 mAh</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Аккумулятор Samsung EB615268VUCSTD Black N7000";"akkumuliator-samsung-eb615268vucstd-black-n7000";"100";"0";"0";"200394";"Аккумулятор Samsung EB615268VUCSTD Black N7000";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Аккумуляторы";"";"6197_main_origin.jpg";"2";"";"<ul><li> Аккумулятор Li-Ion</li><li> Емкость 2500 mA</li></ul>";"<p>Аккумуляторная батарея для Galaxy Note на 2500 мА/ч.</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Зарядное устройство Nokia AC-4E";"zariadnoe-ustroistvo-nokia-ac-4e";"39";"0";"2";"20026";"";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"1111_main_origin.jpg";"1";"";"<p>Зарядное устройство Nokia AC-4E &nbsp;для Nokia 6300/7500/N95</p>  ";"<p>Маленькое и легкое зарядное устройство с уменьшенным штекером обеспечивает быструю зарядку вашего телефона.</p><p>для Nokia 6300/7500/N95</p>  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Автомобильное зарядное устройство Samsung ECA-P10CBECSTD Black";"vneshnii-akkumuliator-samsung-eeb-ei1cwegstd-white";"100";"0";"0";"200395";"Автомобильное зарядное устройство Samsung ECA-P10CBECSTD Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6198_main_origin.jpg";"2";"";"<ul><li> Работа при напряжении 12-24V, 2 А</li><li> Адаптер питания от прикуривателя планшетов Samsung с разъемом 30pin</li></ul>";"<p><strong>Ключевые характеристики:</strong></p><ul>    <li>Совместим с: Galaxy Tab 10.1, Galaxy Tab 8.9, Galaxy Tab 7.0</li>    <li>Комплект поставки: USB Data кабель</li>    <li>Размеры: 30.5 x 30.5 x 88.7 мм</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Зарядное устройство Samsung ECA-U16CBEGSTD N7000 Black";"zariadnoe-ustroistvo-samsung-eca-u16cbegstd-n7000-black";"100";"0";"0";"200396";"Зарядное устройство Samsung ECA-U16CBEGSTD N7000 Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6199_main_origin.jpg";"2";"";"<ul><li> Работа при напряжении 100-240V 50-60Hz </li><li> Автомобильное зарядное устройство</li></ul>";"<p>Зарядка для Galaxy Note, разъем Micro USB, ток зарядки 1000mA, 5В</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Зарядное устройство Samsung ETA-P11EBEGSTD Galaxy P3100/P5100/N8000 Black";"zariadnoe-ustroistvo-samsung-eta-p11ebegstd-galaxy-p3100-p5100-n8000-black";"100";"";"1";"200397";"Зарядное устройство Samsung ETA-P11EBEGSTD Galaxy P3100/P5100/N8000 Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6200_main_origin.jpg";"2";"6200_0.jpg|6200_1.jpg|6200_2.jpg";"<ul><li> Работа при напряжении 100-240V, 2 А</li></ul>";"<p>Сетевое зарядное устройство для планшетных компьютеров Samsung. Компактное и практичное устройство для дома и поездок. С разъемом USB.</p><p><strong>Совместимость:</strong> Samsung <a>Galaxy Tab 2 7.0 (P3100)</a>, <a>Galaxy Tab 2 10.1 (P5100)</a>, <a>Galaxy Note 10.1 (N8000)</a><br> </p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Зарядное устройство Samsung ETA-U90EBEGSTD N7100 Black";"zariadnoe-ustroistvo-samsung-eta-u90ebegstd-n7100-black";"100";"0";"0";"200398";"Зарядное устройство Samsung ETA-U90EBEGSTD N7100 Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6201_main_origin.jpg";"2";"";"<ul><li> Работа при напряжении в диапазоне 100V-240V</li><li> Для зарядки Galaxy Note N7100</li></ul>";"<ul>    <li>Зарядка, разъем Micro USB, ток зарядки 2000mA</li>    <li>Совместимость: <a>Samsung Galaxy Note II (N7100)</a></li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Зарядное устройство Samsung ETA-U90EWEGSTD N7100 White";"zariadnoe-ustroistvo-samsung-eta-u90ewegstd-n7100-white";"17";"";"1";"200399";"Зарядное устройство Samsung ETA-U90EWEGSTD N7100 White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6202_main_origin.jpg";"2";"";"<ul><li> Работа при напряжении в диапазоне 100V-240V</li><li> Для зарядки Galaxy Note N7100</li></ul>";"<ul>    <li>Зарядка, разъем Micro USB, ток зарядки 2000mA</li>    <li>Совместимость: <a>Samsung Galaxy Note II (N7100)</a></li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Зарядное устройство Samsung ETA0U10EBECSTD Black";"zariadnoe-ustroistvo-samsung-eta0u10ebecstd-black";"100";"0";"0";"200400";"Зарядное устройство Samsung ETA0U10EBECSTD Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6203_main_origin.jpg";"2";"";"<ul><li> Работа при напряжении 100-240V 50-60H</li></ul>";"<ul>    <li>Универсальное сетевое зарядное устройство для мобильных телефонов Samsung с разъемом micro USB</li>    <li>Ток зарядки 700 mA</li>    <li>Energy Star 4</li></ul>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Зарядное устройство Samsung ETA0U80EBEGSTD Black N7000";"zariadnoe-ustroistvo-samsung-eta0u80ebegstd-black-n7000";"100";"0";"0";"200401";"Зарядное устройство Samsung ETA0U80EBEGSTD Black N7000";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6204_main_origin.jpg";"2";"";"<ul><li> Работа при напряжении в диапазоне 100V-240V</li><li> Для зарядки Galaxy Note N7000</li></ul>";"<p>Зарядка для Galaxy Note, разъем Micro USB, ток зарядки 1000mA.</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Зарядное устройство UFO EC-004 5V (+ 2 адаптора Nokia Kit)";"zariadnoe-ustroistvo-ufo-ec-004-5v-2-adaptora-nokia-kit";"100";"0";"0";"200402";"Зарядное устройство UFO EC-004 5V (+ 2 адаптора Nokia Kit)";"1";"";"UFO";"Телефония, МР3-плееры, GPS/Аксессуары/Зарядные устройства";"";"6205_main_origin.jpg";"2";"";"<ul><li> Для зарядки мобильных телефонов</li><li> В комплект входит 2 адаптора для Nokia 3310 и 6111</li></ul>";"Скоростное зарядное устройство мобильных телефонов, берущее энергию от разряда аккумулятора AA, без подключения к элетросети 220В, в комплекте 2 коннектора для Nokia 3310 и 6111";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
